MALJF,HNSDF,RLLCF,HEI,BAESF,EADSY,SGGKF,GD,FTAIN,HII,LHX,HON,DRS,ATRO,TXT,THLLY,ESLT,HAGHY,LDOS,NOC,TDG,RTX,LMT,THLEF,SGGKY,BAESY,ERJ,QNTQY,RYCEY,RNMBF,KBGGY,BDRBF,FINMF,RNMBY,FINMY,RYCEF,KWHIY,SAABF,FTAIM
5.94775915145874,29.71664810180664,0.0049000000581145,186.2718505859375,15.72718906402588,42.3150520324707,2.7725605964660645,266.9154357910156,23.82527732849121,286.259521484375,211.4388732910156,196.5809783935547,23.40999984741211,18.149999618530277,92.04469299316406,30.701173782348636,213.3182830810547,18.30914306640625,127.39020538330078,451.73138427734375,1103.4193115234375,88.92958068847656,421.8372802734375,144.37808227539062,27.676143646240234,64.0196533203125,21.440000534057617,18.74247360229492,4.909999847412109,458.5347900390625,30.14340209960937,38.93999862670898,22.85194969177246,91.42638397216795,11.107128143310549,4.96999979019165,13.06999969482422,19.02313995361328,23.68108558654785
5.94775915145874,29.71664810180664,0.0046999999321997,183.10487365722656,15.805335998535156,42.17750549316406,2.8888919353485107,267.8564453125,23.6416072845459,281.5848083496094,211.44873046875,196.13052368164065,22.799999237060547,18.07999992370605,91.7249984741211,30.199005126953125,204.8228912353516,18.30914306640625,125.89627075195312,451.4856262207031,1090.86962890625,89.43843078613281,423.6399841308594,144.37808227539062,27.676143646240234,64.04894256591797,21.239999771118164,18.74247360229492,4.869999885559082,445.8626098632813,31.428510665893555,38.9900016784668,22.160663604736328,89.37841033935547,10.751700401306152,4.940000057220459,12.380000114440918,19.191329956054688,23.68108558654785
6.066714286804199,29.71664810180664,0.0048000002279877,184.4535980224609,16.000703811645508,42.45259475708008,2.8888919353485107,269.2091064453125,23.677400588989254,283.17559814453125,210.45361328125,194.99462890625,22.989999771118164,17.90999984741211,91.64507293701172,30.592863082885746,200.10870361328125,18.30914306640625,125.88638305664062,451.08251953125,1120.6007080078125,88.01954650878906,423.7958984375,144.37808227539062,29.501798629760746,64.95723724365234,21.239999771118164,18.74247360229492,4.980000019073486,451.3585815429688,30.79334259033203,39.02000045776367,21.410125732421875,90.61510467529295,10.751700401306152,5.03000020980835,12.520000457763672,19.191329956054688,23.58763313293457
6.066714286804199,29.71664810180664,0.0044999998062849,187.61056518554688,16.205842971801758,42.93400955200195,2.8888919353485107,269.905029296875,23.77347183227539,282.9218444824219,212.54237365722656,195.5821533203125,23.0,17.739999771118164,92.1146240234375,30.957181930541992,201.7263946533203,18.30914306640625,126.70755767822266,450.48284912109375,1124.64501953125,88.61644744873047,423.4938049316406,144.37808227539062,28.64723777770996,65.42603302001953,21.440000534057617,18.74247360229492,5.010000228881836,451.3585815429688,30.79334259033203,39.70000076293945,21.410125732421875,91.67372131347656,11.186112403869627,5.059999942779541,12.350000381469728,19.191329956054688,23.568941116333008
6.085607051849365,29.71664810180664,0.0046000001020729,186.1719512939453,16.127695083618164,42.91436004638672,2.8888919353485107,269.9442443847656,23.79231071472168,279.9647521972656,210.21714782714844,192.2723693847656,21.96999931335449,17.40999984741211,92.18458557128906,31.272266387939453,197.25042724609372,18.30914306640625,126.80677795410156,453.068359375,1123.2242431640625,89.79070281982422,424.6339111328125,144.37808227539062,28.64723777770996,65.6506576538086,23.479999542236328,18.114452362060547,4.920000076293945,480.0633850097656,30.79334259033203,40.09000015258789,21.410125732421875,95.61135864257812,11.44281005859375,4.96999979019165,12.06999969482422,19.53351402282715,23.783884048461918
6.085607051849365,29.71664810180664,0.0046000001020729,187.0111389160156,16.274221420288086,43.602088928222656,2.8888919353485107,269.75799560546875,23.71695899963379,282.06298828125,209.7245178222656,193.58453369140625,21.96999931335449,17.649999618530273,92.8441162109375,31.44950294494629,198.5902404785156,18.30914306640625,126.93578338623048,453.9433288574219,1110.248291015625,90.9355926513672,424.6826477050781,144.37808227539062,27.68585586547852,65.48462677001953,23.32999992370605,18.17333030700684,4.96999979019165,498.32562255859375,30.79334259033203,40.56999969482422,23.444480895996094,98.46070098876952,11.492175102233888,5.03000020980835,12.6899995803833,19.53351402282715,23.568941116333008
6.1751017570495605,29.71664810180664,0.0044999998062849,187.84036254882807,16.293758392333984,43.5529670715332,2.8888919353485107,272.10064697265625,23.679283142089844,283.59521484375,207.82293701171875,192.673828125,21.549999237060547,17.5,93.05397033691406,31.77443504333496,199.1261749267578,18.734708786010746,125.37785339355467,454.5725402832031,1118.583251953125,91.4542236328125,422.1295776367188,144.37808227539062,27.68585586547852,66.05107879638672,23.479999542236328,18.17333030700684,4.909999847412109,512.529541015625,33.54081344604492,41.83000183105469,23.42473030090332,103.50245666503906,11.669888496398926,4.96999979019165,13.260000228881836,19.67038917541504,23.58763313293457
6.1751017570495605,29.71664810180664,0.0043000001460313,190.4578399658203,16.557506561279297,44.43719100952149,2.8888919353485107,274.1590881347656,23.75463485717773,283.6927795410156,208.30572509765625,194.906494140625,22.09000015258789,17.649999618530273,94.0732421875,32.26675796508789,200.39651489257807,18.734708786010746,126.89608001708984,459.5764770507813,1137.450439453125,92.82418060302734,426.0176086425781,144.37808227539062,27.68585586547852,66.9691390991211,25.06999969482422,18.17333030700684,5.03000020980835,517.6766357421875,32.989349365234375,42.9900016784668,23.89875602722168,103.7537612915039,11.798237800598145,5.110000133514404,13.199999809265137,20.12276840209961,23.59697723388672
6.1751017570495605,29.71664810180664,0.0044999998062849,192.0863037109375,16.821252822875977,45.53755569458008,2.8888919353485107,276.9526062011719,23.738624572753903,285.1664733886719,209.1234893798828,197.0020446777344,22.09000015258789,18.07999992370605,94.92263793945312,32.98554611206055,202.2722625732422,18.60604858398437,126.89608001708984,462.7911987304688,1150.767333984375,92.81438446044922,429.15533447265625,144.37808227539062,27.7829647064209,67.84812927246094,25.479999542236328,18.17333030700684,5.190000057220459,505.7096862792969,34.18435287475586,44.18999862670898,23.89875602722168,102.89301300048828,11.995697975158691,5.25,13.369999885559082,20.148286819458008,23.61566925048828
6.1751017570495605,29.71664810180664,0.0044999998062849,191.0472869873047,16.811485290527344,45.06597137451172,2.8888919353485107,275.7665405273437,23.78289222717285,286.8548278808594,210.01022338867188,197.1979217529297,22.299999237060547,18.989999771118164,95.34234619140624,33.0643196105957,202.85780334472656,18.1112060546875,128.15631103515625,459.5862731933594,1167.247802734375,92.23705291748048,431.8350830078125,144.37808227539062,28.69579124450684,67.89695739746094,24.729999542236328,18.153703689575195,5.28000020980835,533.5137329101562,33.481727600097656,43.59000015258789,23.355600357055664,106.48833465576172,11.77849292755127,5.309999942779541,12.770000457763672,20.415075302124023,23.59697723388672
